rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,"Nice restaurant! Delicious food! Warm and cozy on the terrace!!! Friendly and lively waiter, with a smile and to the point!))) Thanks Nicole!)))",Nice restaurant!),"Pinsk, Belarus",Pinsk,Discover32837725322,2023-11
5,"Ordered a burger with Oreo milkshake. Good atmosphere, with thematic Halloween decorations. The food was great. Thanks to our great waiter, Nicole, who helped us with all we needed!","Good food, and good atmosphere!",,,E7511JCeliasb,2023-10
5,"We all had burgers and they were delicious, full of flavour. Service was excellent and Nicole was very attentive.",Great Burgers,"County Limerick, Ireland",County Limerick,ew1975,2023-11
5,"I highly recommend this restaurant to people who want to spend time in a beautiful, atmospheric interior with delicious food and very friendly service! We would also like to warmly greet Mr. Alan, whose professionalism and nice approach to the customer made us want to come back there again, and the gentleman who took a Halloween photo of us with beautiful balloons and decorations in the background :) Thank you and see you soon! ",We recommend!!!,,,N5204KYchelseab,2023-11
5,Great spicy ribs and really nice waitress Zoya. Cheerfull and relaxed atmosphere. Will definitely back there. BR.,Delicious ribs and very nice Zoya,"Jaworzno, Poland",Jaworzno,Orson82,2023-10
5,"Friendly & smily stuff! Best steaks and burgers. Garden with best view. Also milkshakes was in thez
 TOP. Looking forward next time!",Amazing restaurant at the riverside!,,,MichalX1984,2023-10
5,"Nice atmosphere, great location, great food, help in finding the best taste, all thanks to the professional service of Mrs. Olga",Good location and great taste.,,,383bart_omiejs,2023-10
5,"Very good food in a good location and great service provided by Mrs. Olga, who takes care of order and delights customers with a smile.",Great taste and location,,,P1258FEandrzejj,2023-10
5,Nicole give the best service and the food was superb. We can recomend the spareribs👍👍👍 Thanks to Nicole for serving us👌🏻👌🏻👌🏻👌🏻,"Very good food, fast and good service:-)",,,718espenb,2023-10
5,The best American restaurant in Poland! We had the best fajita with beef ever! Buffalo wings were super juicy. Our waiters Olga was fantastic . She was smiling all the time 😊 We will come back definitely next time when we will be in Gdańsk 😊,The best American restaurant in Poland! 🇺🇸,,,826dominikag,2023-10
5,Good service and good food. Very pleasant atmosphere. We ordered a hamburger and it was very good. Received the food quickly by pleasant service. ,Good food and good service,,,647gautea,2023-10
5,"Great American-style atmosphere, finger-licking ribs. The very nice Zoya helped us choose a cocktail! I heartily recommend it!",Zoya and ribs are the best,"Gdansk, Poland",Gdansk,marcinpV3571AK,2023-10
5,"Top Food 
Top Service 
Top screen

Adrian was a very good Host and everything was perfekt. 

Beer cold and Jögermeister super cold",Level Time in Danzig,"Bad Essen, Germany",Bad Essen,OnAir28577403530,2023-10
5,Olga was lovely. Attentive and kept coffees refilled. Nice food and great location and view. Good options for breakfast.,Great view,"Skipton, United Kingdom",Skipton,999samantham,2023-10
5,"This place was great! We were for some night drinks and they even gave us free popcorn as a snack! We liked This place and thanks for the waiter Adrian :) Marita, Daniēl and Girts",Good place in Gdansk :),,,132maritaf,2023-10
5,Adrian is very good at his job. He sees to it that we have all that we need and was friendly to us. We had a great dinner experience at Billy's. Thanks!,Best waiter!,,,mariakatrinacruzn,2023-10
5,"I highly recommend the restaurants. Delicious food, large portions, great service. Very nice waitress Zoya, who talked about the dishes, was interested and engaged. The restaurant has a great atmosphere. I highly recommend it😘",Restaurant,,,Dreamer21855182498,2023-10
5,Food was ok.  Buffalo wings was with BBQ sauce and not buffalo sauce. But the waitress Helena was brilliant! Really nice service.,Best service. Food OK,"Vilnius, Lithuania",Vilnius,86justasp,2023-10
5,"Delicious ribs, I recommend them with bbq sauce and salad. We didn't have to wait long for our food, and while we waited we were given popcorn to munch on. Nice decor. The service was also great, we were served by Adrian in glasses, a great waiter, he took care of the guests as he should. We had a very nice time there, I will definitely come back!",Thank you for the nice atmosphere and service Adrian,,,Voyager19116687655,2023-09
4,"Nicole was a fantastic vaitor. Big sky grill starter is recomended, something for every taste. Steak was good, drinks perfect!",Billy's,"Fosnavag, Norway",Fosnavag,495kjartans,2023-10
5,"Delicious food, great atmosphere and friendly service. Mrs. Helena was very helpful and smiling. I recommend!! :)",Pride!!,"Gdansk, Poland",Gdansk,171oliwiam,2023-10
5,"Very good attention from Nicole, congratulations, we will return. The restaurant was very special from entry to exit. We loved the food and the cocktails were wonderful",Excellent,,,yog482,2023-10
5,"Food and service perfect! The waitress Helena :) nice, professional and smiling. I recommend it to fans of ribs. The best ones are at Billy's! ",Thank you and see you 😀,,,O1000UTkamilr,2023-10
5,Fantastic atmosphere and tasty food. We especially recommend the service - the very nice Mrs. Helena will make your stay in a pleasant atmosphere;). The food is delicious. We will definitely come back! ,"Delicious food, best service!","Lodz, Poland",Lodz,641jaros_awp,2023-10
1,"Nice location close to the river, but the food and drinks where disappointing. Tried there burger but is tasted bad. ",Not as great as I expected,,,J7139AAsteffenh,2023-10
5,Came for a late night snack and really enjoyed the atmosphere. Very peaceful restaurant. Waitress Natalia helped make the experience better.,Would recommend,,,williamsM9332LN,2023-10
5,"Very tasty food, especially the ribs - you have to try it! Best regards, great service, including Mrs. Natalia, I will definitely come back here.",I recommend,,,piotrsek1989,2023-10
5,"Amazing service from OLGA 🤗 the food were as good as the service, Been here 2 times and went verry happy both times 🤩 
",Amazing place,,,andreaD5115YC,2023-10
5,"Best ribs ever, outside of America, and the wonderful waitress Zoya should have a raise for being an amazing salesperson, and leaving us feeling so dirty inside, in the best way possible. Also try the deep fried Mars bar!",Best ribs and service,,,Y5197HImariav,2023-10
5,"Amazing breakfast, we had Time Square and some Mimosas. The service was perfect, kudos to Olga our waitress 😘❤️",Loved the breakfast,,,soffjo,2023-10
5,"Delicious food is served here🫶 American look throughout the place, completely completed with a gold figure of Elvis in the door. Our waiter Adrian was incredibly nice and service minded. Everything was right here, but oops, you get a lot of food on your plate.",Fantastically good experience.,,,989solveiga,2023-10
5,"Always good food here and excellent service.
Recommend Billy's omelette for breakfast.
Recommended for both breakfast, lunch and dinner.",Terrific place,,,frodek208,2023-10
5,Everything was delicious. I highly recommend it. Waiter service at the highest level - special thanks to Mr. Adrian who served us. A class of its own.,The best American restaurant,,,I4510WXdariak,2023-10
1,"It's a shame, we were just eating there. Unfortunately, the service failed, we were not given sufficient advice, which meant that we had some things on the table twice. 
The waitress was probably more concerned with “looking pretty”.
The Jack Burger we had, although well grilled, was unfortunately heartless and almost bland.
Too bad, I promised myself.",Injury,,,triantafilosa2022,2023-10
5,"Been here twice. Dinner and breakfast. Outstanding both times. Same waiter both times, Peter. Will be back for sure. ",Peter the great🙂,,,583christerk,2023-10
5,We do love having family breakfast at Billy’s. Special appreciates to Piotrek who makes us feel welcome every single time.,Favorite place for family breakfast,,,iwli,2023-10
5,"Fantastic service, we were served by Mrs. Natalia. Great ribs and appetizers, brilliant location for dinner.",Mrs. Natalia,"Chalupy, Poland",Chalupy,jurekenm,2023-07
5,Very delicious food and friendly and humorous service from Mr. Piotr. ☺️☺️☺️ we cordially invite gourmets,A PLEASANT CULINARY EXPERIENCE AND NICE SERVICE OF MR. PIOTR,,,sebastianmN8367UY,2023-10
5,"Piotrek was amazing, very friendly and helpful. I can highly recommend this place to anyone! The ribs were delicious",Piotrek is the best,"Gdansk, Poland",Gdansk,Sightseer23492462219,2023-10
5,A recommendation in Gdansk if you want to eat American food. We had burgers and spare rips. very good👍 the service was also very friendly. Speaking English was no problem,Diner in Danzig,"Leipzig, Germany",Leipzig,sveneidam,2023-10
5,Great food and service from Nicola👌 Best burgers and steaks. Best place. Very good prices and short waiting time. Best…,Great place in Gdansk old town,"Slawno, Poland",Slawno,maciejs746,2023-09
5,Everything was Great!!! From The begging till the end😉 our waitress was amazing - nice and funny 😁from the front of the restaurant maybe you will don’t feel that you can eat or feel good inside but honestly - one of the best restaurants in Gdańsk with the best waiters!!!,Promote 😉,,,justynat775,2023-09
5,"Amazing place, great food and fantastic service! Working till late and amazing food.
Great burgers and funny complimentary popcorn ",Great,,,kirilsv2023,2023-09
5,"Great place, delicious food, world-class service by Mr. Piotrek. Best regards. See you.",Fantastic place,,,marcinbI2658RV,2023-09
