rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"We highly recommend it! Delicious food, great drinks, and Eryk deserves a medal for his service! ;)) Great place!",I recommend!!,,,563wiktorias,2023-09-30
5,Super service and good food. Good location on a sunny day. Paula was an attentive waitress who gave us good service throughout the meal.,Nice location good food and good drinks.,"Oslo, Norway",Oslo,Road36288698419,2023-09-30
5,"Amaizing and delicious food and excellent service from Eryk. Thanks a lot, and see you soon ❤️❤️❤️❤️",The best from the best!,,,beateczkab,2023-09-30
5,"A lovely płace with a outstanding staff! The food was great, steak was juicy and hot ribs were melting in my mouth. Our waiter for the night was Simon and he was one of the best waiters i have ever meet. Can recomend 100%",Great wages,"Gdansk, Poland",Gdansk,902szymonw,2023-09-30
5,"I had dinner with my friends at Whiskey. We were very pleased with the service, food and drinks.
I highly recommend it to come with family, friends or on a date.",Perfect place 👌🏽🫶🏽,,,953adrianak,2023-09-30
5,"I highly recommend this place! We had dinner with friends and we will definitely come back here! Delicious food and the best atmosphere! Service at the highest level, Klaudia advised all those who were undecided 👌🏼",Waitress Klaudia is the best ☺️,,,Bajlando92,2023-09-30
5,"Lovely place near the old town. Very good food, good hamburgers. Nice staff who helped. Easy to order. ",Weekend in Gdansk,"Stockholm, Sweden",Stockholm,D3390NWmartin,2023-09-30
5,"I always come back here for steaks and have never been disappointed, an additional plus for Mrs. Klaudia's service!",tasty,,,mariuszmB2684MS,2023-09-30
5,"Great place, amazing food, everything at the highest level, service from the waitress Magda TOP👍 
Regards.",I recommend,,,14mariuszj,2023-09-29
5,"Great atmosphere, music, people and service. We especially recommend Magda, very communicative, smiling and easy-going ❤️",We recommend it 1000%,,,818aniaj,2023-09-29
5,"Good food, great drinks!
Sara elevated the experience with her excellent service!
We were a Big group, but we had the best waiter in the whole restaurant <3
Sara made our night! 
Thank you :)",Great for Big groups!,"Alesund, Norway",Alesund,691trinei,2023-09-29
5,"We had the BEST time and the waitress Sara was the absolute best. She was so good and made our visit the absolute best. Such great service, good food and great drinks. Ask for her and enjoy the restaurant!","Great place, good food and awesome service",,,C168OYelisabetha,2023-09-29
5,"Very good and competence service. Delicious food, drinks, whiskey and burbons. 
Greetings for Paula.",Food and drinks,"Koscielisko, Poland",Koscielisko,loocash3,2023-09-29
5,"Delicious steaks and friendly service, I definitely recommend it.

Greetings to Paula and her girlfriend :)",I RECOMMEND!,,,157kacperg,2023-09-29
5,"We were served by Piotr.  He was fantastic and full of energy.  Food was ok, didn't like the virtual menu at all.
",Friends get together,"London, United Kingdom",London,alexkC1692UT,2023-09-29
5,The best part of the evening in Whisky in the jar was Piotrek. He just made our evening. The drinks and food was really nice.,Whisky in the jar-Piotr,"London, United Kingdom",London,ewac157,2023-09-29
5,"The food was amazing, the service was fantastic and the views were great! Sarah was our server, she speaks English and gave us great recommendations on drinks. The baked potato is not like it is in The US. The potato is cut and seasoned, then baked. It was delicious!",Great experience,United States,United States,FarAway50844717021,2023-09-29
5,"The staff were great especially Sara who served me! You can sit outside and get a great view of the river and the crane. The food was extremely good value for money. In total the meal was just under £22 and for that, I had a whole rack of Jim beam barbecue ribs, chips and their truffle potato purée which I can’t recommend more and i had one of their Thanos jars which was pretty good wish I tried more of their jars!",Great view and great food,,,joshpM1855RT,2023-09-29
5,"Firecracker food!! As always!!! The rating of Magda, our waitress, is truly exceptional! He is an extraordinary person who made our visit to the restaurant unforgettable.

Magda turned out to be not only a professional waitress, but also a person with a huge heart. Her smile and positive approach to work made a huge impression on us. She was always available to help us choose dishes and drinks, advising the best flavor combinations.

Her attention to our needs was unparalleled. Our glasses were always full and our plates were cleaned with precision. Even in the busiest moments, Magda remained calm and professional.

However, what makes Magda stand out is her friendliness and kindness. With her, our visit to the restaurant became not just a meal, but a real experience. She made us feel welcome and appreciated.

Magda is a real treasure for your restaurant. Her passion and commitment to work are admirable. We can't wait for our next visit and hope that Magda will be our waitress again. We thank her for an unforgettable experience and we highly recommend her!",Amazing !!!,"Koszalin, Poland",Koszalin,PauliPoli17,2023-09-28
5,"Fantastic. Absolutely fantastic. Dominika was awesome, burger was amazing, cheese sauce was to die for. 5/5 highly recommended",11/10. A must visit in Gdańsk.,"Hebden Bridge, United Kingdom",Hebden Bridge,Climber14881996573,2023-09-28
5,10/10 and Mrs. Ali's service was full of professionalism. We recommend it wholeheartedly ❤️What about the French bulldog 🙋‍♂️,Those with a French bulldog 🤭,,,83bart_omiejp,2023-09-27
5,"We were very pleased with our experience in the Whiskey in the Jar. The venue looks amazing and there was a live music as well. We ordered starters steak tartare for starters, tomahawk and a Viking steak. The tartare was missing the yolk a little bit, but was still very tasty.  We both enjoyed our steaks a lot. Our waitress Magda kept checking on us frequently as well, delivering a really good service. We couldn’t recommend this place more and we definitely will come back.",One of the best places we visited in Gdańsk,,,Cruiser26373210130,2023-09-27
5,"I can recommend it with a clear conscience.
Delicious food, very nice service, especially Mrs. Ala 🥰",Delicious!!,,,oliwiab939,2023-09-27
5,The wonderful Mrs. Ala took great care of us and helped us choose the dishes. She recommended a great drink that only made our evening more pleasant. I recommend it wholeheartedly and we will definitely come back. Thank you very much Ala❤️,Great food,,,R6550LCagnieszkab,2023-09-27
5,"Tasty food, strong drinks, very friendly service. We will definitely come back. Greetings to Mrs. Emilka 😍",Great place,,,JulkaJ12,2023-09-27
5,"I really liked the service and food, the waitress Alla is very nice and pleasant😊 😊😊😊😊😊😊😊😊🙃",Super dinner,,,H4223JC_,2023-09-27
5,"Fantastic place, very friendly and attentive staff particularly Mateuse who single handedly managed  in excess of 25 people at a combined birthday/ wedding party",Just a great place,,,31stephene,2023-09-27
5,"You have to wait a while to get a table, but it's definitely worth it. Delicious food, very good drinks and friendly service from Szymon. I recommend 5⭐️",Delicious food,,,bognab45,2023-09-27
5,"We can highly recommend whiskey in the Jar in Gdansk. Here you get really good food and a great atmosphere. We got the most amazing burgers ""best ever"" and excellent service at Mateusz. We will definitely come again next time we go to Gdansk",Can HIGHLY recommend Whiskey in the Jar,,,41hansg,2023-09-27
5,Mrs. Alicja rose to the challenge. She advised on the choice of drinks and food. Professional service from start to finish. We will definitely come back!,Mrs. Alicja is a complete professional!,,,H5330BZdaniels,2023-09-26
5,"First time visiting Gdansk and Whiskey in the jar. The food, service and staff were amazing!!! Specially our server Mateusz. Would definitely recommend it!!! 
Definitely coming back soon! 🙌🏼🙌🏼",Amazing place and service!,,,kamilee2022,2023-09-26
5,This was one of the best experiences for food. And the hospitality was AMAZING a big thank you to Meteusz I would recommend everyone who likes meat to come here and try it out!!,Amazing food and hospitality!!,,,883gvidasm,2023-09-26
5,"Fully recommend, perfect. But the best was  service by Wiki, allways smiled, friendly and  on the top of service !",Best steak ever,,,Roving68703501296,2023-09-26
5,Very good burgers in a great location. A nice place to spend time together. I recommend!,"Nice service, good burgers, unique location",,,361eugeniuszw,2023-09-26
5,"Great food, great service (greetings to the Waitress Sara 😃).  We had a great time eating delicious burgers and steaks and drinking amazing drinks.  I heartily recommend it to anyone visiting Gdańsk.  it's really worth visiting this place and seeing how atmospheric this place is.",A place worth visiting!,,,207piotrl,2023-09-26
