rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"From time to time I stop by Ryba to enjoy the taste of the best baked potato in town. My favorite set is potato with bacon, gorgonzola cheese and ham salad. Plus 7 sauces to choose from. All this surrounded by the beautifully restored Piwna Street and Old Gdańsk... Beautiful!",Still my favorite potato.,"Gdansk, Poland",Gdansk,hristo99,2015-08-22
4,"I come back here every time I visit Gdańsk. Tasty potatoes with various additions. In addition, there are dishes other than potatoes, but I don't recommend them, I didn't like the fish soup. 
One potato, a very large portion. It's worth considering before ordering a side dish because later the whole potato may not fit :-) ",Very tasty potatoes. I recommend,,,Mamcia,2015-08-18
4,"We had dinner two days at this restaurant, the menu is based on stuffed potatoes with a lot of options. The one filled with fried eggs and the one with tuna is recommended. The dish is abundant, the soups are also very delicious. Very cheap for about six euros drink plus potato dish.",Original and delicious stuffed potatoes,"Cantabria, Spain",Cantabria,axelin,2015-08-17
4,"It's excellent. Only reason it doesn't get 5 stars is because some dishes already come with sauce, but they ask what other sauce you want. It's a bit strange. But the food was delicious. I ate beyond full because it was so good I couldn't stop. ",Polish version of Poutine,"Krakow, Poland",Krakow,mgb1983,2015-08-16
5,"[ENG] excellent place where you can eat stuffed potatoes. The dish we tried consists of two large boiled potatoes opened in half and covered with various ingredients. We tried the ""Mexican"" and ""cheddar & bacon"" combination. Both delicious and generous portions. drinks included we spent less than 10 euros each. we seem to remember around 70 ztl between two.

Must try.",Excellent stuffed potatoes,"Massa, Italy",Massa,lorenzoq43,2015-08-15
5,I ate a potato stuffed with shrimp and it was really good and the portion was big and the price per portion was a little over €5. My husband ate a potato stuffed with salmon and it was also good. I recommend everyone to visit and taste the famous pots,Really good pots,"Helsinki, Finland",Helsinki,miimikko,2015-08-14
4,"Very tasty variations with baked potato. Adequate waiting time, but a bit expensive. The decor and atmosphere in the place are very average.",Tasty potatoes,,,piotrm883,2015-08-14
5,"this place is not fine dining mostly jacket spuds and potato pancakes on offer but what they do they do well, in a beautiful street plenty of outside seating and a menu of fillings as long as your arm , service not good but this place was packed to rafters and at the end of the day not expensive .",great cheap eat,"Blackpool, United Kingdom",Blackpool,bobbyblade,2015-08-14
3,"There is probably no madness. Potatoes praised so much do not live up to the opinions expressed. Perfect, that's an exaggeration. Average - maybe, depending on how many beers we've had. ",Potato dinner,,,802bartoszj,2015-08-13
5,"We didn't eat fish, the prices were too high. We ate baked potatoes with side dishes. Phenomenal thing. The menu is very extensive, it's hard to decide. The potatoes are finger-licking good. It is worth visiting there and trying one of the dozen or so potatoes to choose from. Anyone who likes baked potatoes must go to Bar Pod Rybą. ",Great potatoes and nice service.,"Warsaw, Poland",Warsaw,pawelacb,2015-08-08
4,"I read about this place before I got to Gdansk and wanted to visit this. Pod Ryba was located in a street with plenty of good dining places. I was there with my mother and we both had baked potatoes. It was very delicious and I'd say it was very cozy and welcoming, the food. There was plenty of options in the menu. Staff was friendly and there was a girl at the counter who spoke very good English. This was my first supper in Gdansk and I have to say I was not disappointed. ",Baked potatoes,"Turku, Finland",Turku,815sannab,2015-08-05
4,"Very good potatoes. A big plus is the ability to choose different sauces. Great service - little focus on the customer. Overall, I recommend it.",I recommend,"Warsaw, Poland",Warsaw,SJarek,2015-08-05
4,"I visited Bar pod Rybą in the first location near Neptune. These unique potatoes have not changed their taste since then, but there have been a lot of additions. I had the opportunity to taste potatoes with gzik, bacon and salmon. All three variants turned out to be a hit, and the lunchtime turnout can only confirm this. The waitresses are always nice and smiling, willing to help. It's just a pity that ""Mr. Boss"" scolds them so often in front of guests.  I come back to the bar every year and every year I hear a dissatisfied boss who makes mistakes when he gets to work.
Yes, guests hear that waitresses write down orders this way, serve people this way, and smile this way. Will you do a 5-minute briefing at the end/beginning of work or explain the work system when employing people because listening to whining for an hour causes the milk to boil in the cups.",Delicious...but...,"Szczecin, Poland",Szczecin,Mrozonka,2015-08-03
5,"Tasty fish, interesting baked potato with many additions to choose from, and fresh and very tasty salads.",Fish,,,michal_kkkkkk,2015-07-30
4,"Meal was really tasty, simple idea but successful outcome. Lots and lots of different types of stuffing on potatoes, everybody will find something for them, vegetables, meat, cheese and fish. Recommend also dark beer there.
Only thing to complain about was amount of staff, only 2 waitresses for such a big number of people...Some people waited a long time to be served...",Food really good and big portions,,,aniaw150,2015-07-30
4,A Polish couple advised us to go here. We never had a filled potato liked this. It's huge and we liked it!,Original,"Groningen, The Netherlands",Groningen,BartDev,2015-07-24
5,"Visisted twice on may 2015. Really, if You wan't to eat good and You love owenpotatoes as I do , visit here. Fine atmosphere and really good food. You don't have to eat any hamburgers after this dining .... Nice personnel. Coming back on september 2015 ...!",Best owenpotatoes in Gdansk !,"Mantsala, Finland",Mantsala,852hannu55,2015-07-22
4,"A good down-to-earth meal at reasonable prices.
Service is good, young and dynamic - in keeping with the spirit of the city",Lunch,"Baesweiler, Germany",Baesweiler,lokipocki,2015-07-21
3,"Nice decor... especially on the terrace... the waitress was busy going to the restaurant alone, I felt sorry for her because the restaurant was full to the brim... I recommend boiled dumplings, but not fried... for 3 dumplings over PLN 25 and they taste dry and not interesting . I recommend - Average",Little on the plate for a high price,,,imimap,2015-07-21
4,"A nice place for a family dinner, tasty dumplings with gzik and salmon, ok service, nice atmosphere and location, affordable prices.",Tasty dinner,,,B6166ICannak,2015-07-19
1,"Been here many times and i loved it..
But this time is my last time.. 
Came into bar pod ryba 6 persons, emty inside. About 10 other people came 5 minutes later.. Did get to order first. I said so..  They said, they were sorry. 
We made our orders, after a while they came back and said potetoes would not be finish before one hour. 
Will never visit bar pod ryba 
 after this exereience.. Never more.. 
Ruined my night and my love for bar pod ryba. ",Disaster!!!!!!,"Sunndalsora, Norway",Sunndalsora,Hotlegs45,2015-07-18
4,"Very good dumplings, I especially recommend those with gzik. The children ate the salmon with great taste. Cool atmosphere of a ""Gdańsk salon"".",Pleasantly,"Poznan, Poland",Poznan,574pawe_k,2015-07-18
4,Very good and tasty food. I especially recommend potatoes (the restaurant's specialty). Very nice service. A great restaurant in the center of Gdańsk.,Delicious,"Gdansk, Poland",Gdansk,5agatak,2015-07-16
5,"Potato dishes in all possible variations. Good, fresh, very tasty. 
Menu in many languages, friendly staff.
Very good and very cheap.","Very tasty, recommended.","Berlin, Germany",Berlin,Lost-Thomas-Berlin,2015-07-11
3,"Unfortunately, tempted by good reviews, we visited the place and we must say that the food was average, the fish was not great and the potato pancakes were poorly fried. Maybe their potato specialties are better.",Average,,,712monikas,2015-07-10
5,"Great food at low prices.  Note: the potato is the size of a cabbage... :) delicious fish, fast and nice service;) we recommend it! ",Pychaaaaa,,,772kasiak,2015-07-08
